Source	Utterance/Speech Name
Mozilla Common Voice	sample-170732.mp3
Mozilla Common Voice	sample-189156.mp3
Mozilla Common Voice	sample-086227.mp3
Mozilla Common Voice	sample-081240.mp3
Mozilla Common Voice	sample-071398.mp3
Mozilla Common Voice	sample-016075.mp3
Mozilla Common Voice	sample-025517.mp3
Mozilla Common Voice	sample-118952.mp3
Mozilla Common Voice	sample-104043.mp3
Mozilla Common Voice	sample-128642.mp3
Mozilla Common Voice	sample-021656.mp3
Mozilla Common Voice	sample-099055.mp3
Mozilla Common Voice	sample-111677.mp3
Mozilla Common Voice	sample-087329.mp3
Mozilla Common Voice	sample-153105.mp3
Mozilla Common Voice	sample-061177.mp3
Mozilla Common Voice	sample-119096.mp3
Mozilla Common Voice	sample-142808.mp3
Mozilla Common Voice	sample-020938.mp3
Mozilla Common Voice	sample-057245.mp3
Mozilla Common Voice	sample-032827.mp3
Mozilla Common Voice	sample-009940.mp3
Mozilla Common Voice	sample-017507.mp3
Mozilla Common Voice	sample-117838.mp3
Mozilla Common Voice	sample-064642.mp3
Mozilla Common Voice	sample-045032.mp3
Mozilla Common Voice	sample-176816.mp3
Mozilla Common Voice	sample-073181.mp3
Mozilla Common Voice	sample-129513.mp3
Mozilla Common Voice	sample-027525.mp3
Mozilla Common Voice	sample-183624.mp3
Mozilla Common Voice	sample-048557.mp3
Mozilla Common Voice	sample-067813.mp3
Mozilla Common Voice	sample-141926.mp3
Mozilla Common Voice	sample-156392.mp3
Mozilla Common Voice	sample-072168.mp3
Mozilla Common Voice	sample-162209.mp3
Mozilla Common Voice	sample-193318.mp3
Mozilla Common Voice	sample-101400.mp3
Mozilla Common Voice	sample-068105.mp3
Mozilla Common Voice	sample-053769.mp3
Mozilla Common Voice	sample-118115.mp3
Mozilla Common Voice	sample-002746.mp3
Mozilla Common Voice	sample-153266.mp3
Mozilla Common Voice	sample-090089.mp3
Mozilla Common Voice	sample-181238.mp3
Mozilla Common Voice	sample-136983.mp3
Mozilla Common Voice	sample-147021.mp3
Mozilla Common Voice	sample-156174.mp3
Mozilla Common Voice	sample-001049.mp3
Mozilla Common Voice	sample-025999.mp3
Mozilla Common Voice	sample-052258.mp3
Mozilla Common Voice	sample-180704.mp3
Mozilla Common Voice	sample-110859.mp3
Mozilla Common Voice	sample-026249.mp3
Mozilla Common Voice	sample-013437.mp3
Mozilla Common Voice	sample-156740.mp3
Mozilla Common Voice	sample-000419.mp3
Mozilla Common Voice	sample-003498.mp3
Mozilla Common Voice	sample-108664.mp3
Mozilla Common Voice	sample-002245.mp3
Mozilla Common Voice	sample-040834.mp3
Mozilla Common Voice	sample-020897.mp3
Mozilla Common Voice	sample-066074.mp3
Mozilla Common Voice	sample-079097.mp3
Mozilla Common Voice	sample-160866.mp3
Mozilla Common Voice	sample-034023.mp3
Mozilla Common Voice	sample-160180.mp3
Mozilla Common Voice	sample-084449.mp3
Mozilla Common Voice	sample-167917.mp3
Mozilla Common Voice	sample-179379.mp3
Mozilla Common Voice	sample-110011.mp3
Mozilla Common Voice	sample-083420.mp3
Mozilla Common Voice	sample-114770.mp3
Mozilla Common Voice	sample-092565.mp3
Mozilla Common Voice	sample-187065.mp3
Mozilla Common Voice	sample-000520.mp3
Mozilla Common Voice	sample-190629.mp3
Mozilla Common Voice	sample-099264.mp3
Mozilla Common Voice	sample-046155.mp3
Mozilla Common Voice	sample-067691.mp3
Mozilla Common Voice	sample-043828.mp3
Mozilla Common Voice	sample-051746.mp3
Mozilla Common Voice	sample-073875.mp3
Mozilla Common Voice	sample-124177.mp3
Mozilla Common Voice	sample-155270.mp3
Mozilla Common Voice	sample-063649.mp3
Mozilla Common Voice	sample-099663.mp3
Mozilla Common Voice	sample-100229.mp3
Mozilla Common Voice	sample-082470.mp3
Mozilla Common Voice	sample-083360.mp3
Mozilla Common Voice	sample-003384.mp3
Mozilla Common Voice	sample-035932.mp3
Mozilla Common Voice	sample-154197.mp3
Mozilla Common Voice	sample-139145.mp3
Mozilla Common Voice	sample-137892.mp3
Mozilla Common Voice	sample-167840.mp3
Mozilla Common Voice	sample-106075.mp3
Mozilla Common Voice	sample-110561.mp3
Mozilla Common Voice	sample-116817.mp3
Mozilla Common Voice	sample-043610.mp3
Mozilla Common Voice	sample-015520.mp3
Mozilla Common Voice	sample-167418.mp3
Mozilla Common Voice	sample-125700.mp3
Mozilla Common Voice	sample-139937.mp3
Mozilla Common Voice	sample-063794.mp3
Mozilla Common Voice	sample-059377.mp3
Mozilla Common Voice	sample-102637.mp3
Mozilla Common Voice	sample-002685.mp3
Mozilla Common Voice	sample-018036.mp3
Mozilla Common Voice	sample-122500.mp3
Mozilla Common Voice	sample-183236.mp3
Mozilla Common Voice	sample-064146.mp3
Mozilla Common Voice	sample-131039.mp3
Mozilla Common Voice	sample-003311.mp3
Mozilla Common Voice	sample-027800.mp3
Mozilla Common Voice	sample-111679.mp3
Mozilla Common Voice	sample-172890.mp3
Mozilla Common Voice	sample-073708.mp3
Mozilla Common Voice	sample-112375.mp3
Mozilla Common Voice	sample-152644.mp3
Mozilla Common Voice	sample-021728.mp3
Mozilla Common Voice	sample-177464.mp3
Mozilla Common Voice	sample-189034.mp3
Mozilla Common Voice	sample-036649.mp3
Mozilla Common Voice	sample-020410.mp3
Mozilla Common Voice	sample-042252.mp3
Mozilla Common Voice	sample-054894.mp3
Mozilla Common Voice	sample-034394.mp3
Mozilla Common Voice	sample-189645.mp3
Mozilla Common Voice	sample-086692.mp3
Mozilla Common Voice	sample-177577.mp3
Mozilla Common Voice	sample-142961.mp3
Mozilla Common Voice	sample-041426.mp3
Mozilla Common Voice	sample-076060.mp3
Mozilla Common Voice	sample-088131.mp3
Mozilla Common Voice	sample-023595.mp3
Mozilla Common Voice	sample-034365.mp3
Mozilla Common Voice	sample-156095.mp3
Mozilla Common Voice	sample-082570.mp3
Mozilla Common Voice	sample-108965.mp3
Mozilla Common Voice	sample-140163.mp3
Mozilla Common Voice	sample-052385.mp3
Mozilla Common Voice	sample-140556.mp3
Mozilla Common Voice	sample-073656.mp3
Mozilla Common Voice	sample-021489.mp3
Mozilla Common Voice	sample-075675.mp3
Mozilla Common Voice	sample-144589.mp3
Mozilla Common Voice	sample-124324.mp3
Mozilla Common Voice	sample-008982.mp3
Mozilla Common Voice	sample-143293.mp3
Mozilla Common Voice	sample-021177.mp3
Mozilla Common Voice	sample-002928.mp3
Mozilla Common Voice	sample-168629.mp3
Mozilla Common Voice	sample-158236.mp3
Mozilla Common Voice	sample-107848.mp3
Mozilla Common Voice	sample-175931.mp3
Mozilla Common Voice	sample-170576.mp3
Mozilla Common Voice	sample-037215.mp3
Mozilla Common Voice	sample-172058.mp3
Mozilla Common Voice	sample-161732.mp3
Mozilla Common Voice	sample-151621.mp3
Mozilla Common Voice	sample-060168.mp3
Mozilla Common Voice	sample-194236.mp3
Mozilla Common Voice	sample-110836.mp3
Mozilla Common Voice	sample-164130.mp3
Mozilla Common Voice	sample-012417.mp3
Mozilla Common Voice	sample-066833.mp3
Mozilla Common Voice	sample-061639.mp3
Mozilla Common Voice	sample-044568.mp3
Mozilla Common Voice	sample-176996.mp3
Mozilla Common Voice	sample-041690.mp3
Mozilla Common Voice	sample-002724.mp3
Mozilla Common Voice	sample-167796.mp3
Mozilla Common Voice	sample-081799.mp3
Mozilla Common Voice	sample-008432.mp3
Mozilla Common Voice	sample-003699.mp3
Mozilla Common Voice	sample-187486.mp3
Mozilla Common Voice	sample-057626.mp3
Mozilla Common Voice	sample-095812.mp3
Mozilla Common Voice	sample-105557.mp3
Mozilla Common Voice	sample-095906.mp3
Mozilla Common Voice	sample-084742.mp3
Mozilla Common Voice	sample-164150.mp3
Mozilla Common Voice	sample-115685.mp3
Mozilla Common Voice	sample-181398.mp3
Mozilla Common Voice	sample-008837.mp3
Mozilla Common Voice	sample-110358.mp3
Mozilla Common Voice	sample-081560.mp3
Mozilla Common Voice	sample-069005.mp3
Mozilla Common Voice	sample-122423.mp3
Mozilla Common Voice	sample-155079.mp3
Mozilla Common Voice	sample-180552.mp3
Mozilla Common Voice	sample-025034.mp3
Mozilla Common Voice	sample-068887.mp3
Mozilla Common Voice	sample-090136.mp3
Mozilla Common Voice	sample-014514.mp3
Mozilla Common Voice	sample-022268.mp3
Mozilla Common Voice	sample-071639.mp3
Mozilla Common Voice	sample-133192.mp3
Mozilla Common Voice	sample-022779.mp3
Mozilla Common Voice	sample-063647.mp3
Mozilla Common Voice	sample-095881.mp3
Mozilla Common Voice	sample-034822.mp3
Mozilla Common Voice	sample-076372.mp3
Mozilla Common Voice	sample-145850.mp3
Mozilla Common Voice	sample-115027.mp3
Mozilla Common Voice	sample-154740.mp3
Mozilla Common Voice	sample-118560.mp3
Mozilla Common Voice	sample-190175.mp3
Mozilla Common Voice	sample-007190.mp3
Mozilla Common Voice	sample-015561.mp3
Mozilla Common Voice	sample-027333.mp3
Mozilla Common Voice	sample-067359.mp3
Mozilla Common Voice	sample-057482.mp3
Mozilla Common Voice	sample-008077.mp3
Mozilla Common Voice	sample-022467.mp3
Mozilla Common Voice	sample-178353.mp3
Mozilla Common Voice	sample-070613.mp3
Mozilla Common Voice	sample-065325.mp3
Mozilla Common Voice	sample-139796.mp3
Mozilla Common Voice	sample-172229.mp3
Mozilla Common Voice	sample-061313.mp3
Mozilla Common Voice	sample-020770.mp3
Mozilla Common Voice	sample-194590.mp3
Mozilla Common Voice	sample-044881.mp3
Mozilla Common Voice	sample-146358.mp3
Mozilla Common Voice	sample-056558.mp3
Mozilla Common Voice	sample-124952.mp3
Mozilla Common Voice	sample-149500.mp3
Mozilla Common Voice	sample-073133.mp3
Mozilla Common Voice	sample-063731.mp3
Mozilla Common Voice	sample-075967.mp3
Mozilla Common Voice	sample-086824.mp3
Mozilla Common Voice	sample-156228.mp3
Mozilla Common Voice	sample-158808.mp3
Mozilla Common Voice	sample-016890.mp3
Mozilla Common Voice	sample-135310.mp3
Mozilla Common Voice	sample-042084.mp3
Mozilla Common Voice	sample-094389.mp3
Mozilla Common Voice	sample-056972.mp3
Mozilla Common Voice	sample-187068.mp3
Mozilla Common Voice	sample-163469.mp3
Mozilla Common Voice	sample-018897.mp3
Mozilla Common Voice	sample-110400.mp3
Mozilla Common Voice	sample-070293.mp3
Mozilla Common Voice	sample-139180.mp3
Mozilla Common Voice	sample-045517.mp3
Mozilla Common Voice	sample-194954.mp3
Mozilla Common Voice	sample-121526.mp3
Mozilla Common Voice	sample-005597.mp3
Mozilla Common Voice	sample-188818.mp3
Mozilla Common Voice	sample-191977.mp3
Mozilla Common Voice	sample-186707.mp3
Mozilla Common Voice	sample-114036.mp3
Mozilla Common Voice	sample-042037.mp3
Mozilla Common Voice	sample-004566.mp3
Mozilla Common Voice	sample-160141.mp3
Mozilla Common Voice	sample-031804.mp3
Mozilla Common Voice	sample-084499.mp3
Mozilla Common Voice	sample-188937.mp3
Mozilla Common Voice	sample-130784.mp3
Mozilla Common Voice	sample-152155.mp3
Mozilla Common Voice	sample-098636.mp3
Mozilla Common Voice	sample-065641.mp3
Mozilla Common Voice	sample-096974.mp3
Mozilla Common Voice	sample-071378.mp3
Mozilla Common Voice	sample-028496.mp3
Mozilla Common Voice	sample-032286.mp3
Mozilla Common Voice	sample-053799.mp3
Mozilla Common Voice	sample-030712.mp3
Mozilla Common Voice	sample-077499.mp3
Mozilla Common Voice	sample-169479.mp3
Mozilla Common Voice	sample-081302.mp3
Mozilla Common Voice	sample-158490.mp3
Mozilla Common Voice	sample-146192.mp3
Mozilla Common Voice	sample-189051.mp3
Mozilla Common Voice	sample-180746.mp3
Mozilla Common Voice	sample-050526.mp3
Mozilla Common Voice	sample-176604.mp3
Mozilla Common Voice	sample-127291.mp3
Mozilla Common Voice	sample-032022.mp3
Mozilla Common Voice	sample-142807.mp3
Mozilla Common Voice	sample-030867.mp3
Mozilla Common Voice	sample-048315.mp3
Mozilla Common Voice	sample-161640.mp3
Mozilla Common Voice	sample-099164.mp3
Mozilla Common Voice	sample-129084.mp3
Mozilla Common Voice	sample-133516.mp3
Mozilla Common Voice	sample-091880.mp3
Mozilla Common Voice	sample-074691.mp3
Mozilla Common Voice	sample-089020.mp3
Mozilla Common Voice	sample-125088.mp3
Mozilla Common Voice	sample-190657.mp3
Mozilla Common Voice	sample-015555.mp3
Mozilla Common Voice	sample-073560.mp3
Mozilla Common Voice	sample-111917.mp3
Mozilla Common Voice	sample-014420.mp3
Mozilla Common Voice	sample-189242.mp3
Mozilla Common Voice	sample-041473.mp3
Mozilla Common Voice	sample-116543.mp3
Mozilla Common Voice	sample-007189.mp3
Mozilla Common Voice	sample-085660.mp3
Mozilla Common Voice	sample-090060.mp3
Mozilla Common Voice	sample-098868.mp3
Mozilla Common Voice	sample-045756.mp3
Mozilla Common Voice	sample-175698.mp3
Mozilla Common Voice	sample-063501.mp3
Mozilla Common Voice	sample-172974.mp3
Mozilla Common Voice	sample-057811.mp3
Mozilla Common Voice	sample-067866.mp3
Mozilla Common Voice	sample-078454.mp3
Mozilla Common Voice	sample-026104.mp3
Mozilla Common Voice	sample-093781.mp3
Mozilla Common Voice	sample-101712.mp3
Mozilla Common Voice	sample-154490.mp3
Mozilla Common Voice	sample-045282.mp3
Mozilla Common Voice	sample-006039.mp3
Mozilla Common Voice	sample-035182.mp3
Mozilla Common Voice	sample-078150.mp3
Mozilla Common Voice	sample-052804.mp3
Mozilla Common Voice	sample-046939.mp3
Mozilla Common Voice	sample-011172.mp3
Mozilla Common Voice	sample-123835.mp3
Mozilla Common Voice	sample-019198.mp3
Mozilla Common Voice	sample-110576.mp3
Mozilla Common Voice	sample-153059.mp3
Mozilla Common Voice	sample-159235.mp3
Mozilla Common Voice	sample-060825.mp3
Mozilla Common Voice	sample-049948.mp3
Mozilla Common Voice	sample-033684.mp3
Mozilla Common Voice	sample-140736.mp3
Mozilla Common Voice	sample-185965.mp3
Mozilla Common Voice	sample-120942.mp3
Mozilla Common Voice	sample-175985.mp3
Mozilla Common Voice	sample-139153.mp3
Mozilla Common Voice	sample-115063.mp3
Mozilla Common Voice	sample-183425.mp3
Mozilla Common Voice	sample-054858.mp3
Mozilla Common Voice	sample-142461.mp3
Mozilla Common Voice	sample-052570.mp3
Mozilla Common Voice	sample-166710.mp3
Mozilla Common Voice	sample-068324.mp3
Mozilla Common Voice	sample-095951.mp3
Mozilla Common Voice	sample-042588.mp3
Mozilla Common Voice	sample-182314.mp3
Mozilla Common Voice	sample-138007.mp3
Mozilla Common Voice	sample-056289.mp3
Mozilla Common Voice	sample-034965.mp3
Mozilla Common Voice	sample-043117.mp3
Mozilla Common Voice	sample-152459.mp3
Mozilla Common Voice	sample-140668.mp3
Mozilla Common Voice	sample-125040.mp3
Mozilla Common Voice	sample-149591.mp3
Mozilla Common Voice	sample-180069.mp3
Mozilla Common Voice	sample-105732.mp3
Mozilla Common Voice	sample-182782.mp3
Mozilla Common Voice	sample-058025.mp3
Mozilla Common Voice	sample-008296.mp3
Mozilla Common Voice	sample-180393.mp3
Mozilla Common Voice	sample-070348.mp3
Mozilla Common Voice	sample-082483.mp3
Mozilla Common Voice	sample-041688.mp3
Mozilla Common Voice	sample-023578.mp3
Mozilla Common Voice	sample-124153.mp3
Mozilla Common Voice	sample-133986.mp3
Mozilla Common Voice	sample-165646.mp3
Mozilla Common Voice	sample-080827.mp3
Mozilla Common Voice	sample-035863.mp3
Mozilla Common Voice	sample-055219.mp3
Mozilla Common Voice	sample-055486.mp3
Mozilla Common Voice	sample-145427.mp3
Mozilla Common Voice	sample-162991.mp3
Mozilla Common Voice	sample-021874.mp3
Mozilla Common Voice	sample-176308.mp3
Mozilla Common Voice	sample-027580.mp3
Mozilla Common Voice	sample-033585.mp3
Mozilla Common Voice	sample-073404.mp3
Mozilla Common Voice	sample-008364.mp3
Mozilla Common Voice	sample-021916.mp3
Mozilla Common Voice	sample-088258.mp3
Mozilla Common Voice	sample-184074.mp3
Mozilla Common Voice	sample-116906.mp3
Mozilla Common Voice	sample-030473.mp3
Mozilla Common Voice	sample-186125.mp3
Mozilla Common Voice	sample-024004.mp3
Mozilla Common Voice	sample-025148.mp3
Mozilla Common Voice	sample-105422.mp3
Mozilla Common Voice	sample-154673.mp3
Mozilla Common Voice	sample-080163.mp3
Mozilla Common Voice	sample-193158.mp3
Mozilla Common Voice	sample-110535.mp3
Mozilla Common Voice	sample-074787.mp3
Mozilla Common Voice	sample-106050.mp3
Mozilla Common Voice	sample-087725.mp3
Mozilla Common Voice	sample-194781.mp3
Mozilla Common Voice	sample-066867.mp3
Mozilla Common Voice	sample-001045.mp3
Mozilla Common Voice	sample-012324.mp3
Mozilla Common Voice	sample-181399.mp3
Mozilla Common Voice	sample-021741.mp3
Mozilla Common Voice	sample-000793.mp3
Mozilla Common Voice	sample-169569.mp3
Mozilla Common Voice	sample-062506.mp3
Mozilla Common Voice	sample-088756.mp3
Mozilla Common Voice	sample-079647.mp3
Mozilla Common Voice	sample-100602.mp3
Mozilla Common Voice	sample-098292.mp3
Mozilla Common Voice	sample-028313.mp3
Mozilla Common Voice	sample-138390.mp3
Mozilla Common Voice	sample-000453.mp3
Mozilla Common Voice	sample-029887.mp3
Mozilla Common Voice	sample-072964.mp3
Mozilla Common Voice	sample-067687.mp3
Mozilla Common Voice	sample-018670.mp3
Mozilla Common Voice	sample-079495.mp3
Mozilla Common Voice	sample-062747.mp3
Mozilla Common Voice	sample-122331.mp3
Mozilla Common Voice	sample-110364.mp3
Mozilla Common Voice	sample-017156.mp3
Mozilla Common Voice	sample-043651.mp3
Mozilla Common Voice	sample-047256.mp3
Mozilla Common Voice	sample-116746.mp3
Mozilla Common Voice	sample-018486.mp3
Mozilla Common Voice	sample-088738.mp3
Mozilla Common Voice	sample-181271.mp3
Mozilla Common Voice	sample-100615.mp3
Mozilla Common Voice	sample-075459.mp3
Mozilla Common Voice	sample-146370.mp3
Mozilla Common Voice	sample-073889.mp3
Mozilla Common Voice	sample-005017.mp3
Mozilla Common Voice	sample-123550.mp3
Mozilla Common Voice	sample-130130.mp3
Mozilla Common Voice	sample-159981.mp3
Mozilla Common Voice	sample-091826.mp3
Mozilla Common Voice	sample-051013.mp3
Mozilla Common Voice	sample-050137.mp3
Mozilla Common Voice	sample-033630.mp3
Mozilla Common Voice	sample-084328.mp3
Mozilla Common Voice	sample-148331.mp3
Mozilla Common Voice	sample-070076.mp3
Mozilla Common Voice	sample-094157.mp3
Mozilla Common Voice	sample-128772.mp3
Mozilla Common Voice	sample-171020.mp3
Mozilla Common Voice	sample-004419.mp3
Mozilla Common Voice	sample-086047.mp3
Mozilla Common Voice	sample-179142.mp3
Mozilla Common Voice	sample-008365.mp3
Mozilla Common Voice	sample-076280.mp3
Mozilla Common Voice	sample-085891.mp3
Mozilla Common Voice	sample-007588.mp3
Mozilla Common Voice	sample-109036.mp3
Mozilla Common Voice	sample-120555.mp3
Mozilla Common Voice	sample-027830.mp3
Mozilla Common Voice	sample-057793.mp3
Mozilla Common Voice	sample-119949.mp3
Mozilla Common Voice	sample-182980.mp3
Mozilla Common Voice	sample-015114.mp3
Mozilla Common Voice	sample-000953.mp3
Mozilla Common Voice	sample-003309.mp3
Mozilla Common Voice	sample-109969.mp3
Mozilla Common Voice	sample-086008.mp3
Mozilla Common Voice	sample-083085.mp3
Mozilla Common Voice	sample-063021.mp3
Mozilla Common Voice	sample-065560.mp3
Mozilla Common Voice	sample-182925.mp3
Mozilla Common Voice	sample-149504.mp3
Mozilla Common Voice	sample-044656.mp3
Mozilla Common Voice	sample-064799.mp3
Mozilla Common Voice	sample-175242.mp3
Mozilla Common Voice	sample-035054.mp3
Mozilla Common Voice	sample-048228.mp3
Mozilla Common Voice	sample-181872.mp3
Mozilla Common Voice	sample-194593.mp3
Mozilla Common Voice	sample-043141.mp3
Mozilla Common Voice	sample-112409.mp3
Mozilla Common Voice	sample-151825.mp3
Mozilla Common Voice	sample-120465.mp3
Mozilla Common Voice	sample-082347.mp3
Mozilla Common Voice	sample-061891.mp3
Mozilla Common Voice	sample-081072.mp3
Mozilla Common Voice	sample-003632.mp3
Mozilla Common Voice	sample-031816.mp3
Mozilla Common Voice	sample-060207.mp3
Mozilla Common Voice	sample-053767.mp3
Mozilla Common Voice	sample-176117.mp3
Mozilla Common Voice	sample-068697.mp3
Mozilla Common Voice	sample-140600.mp3
Mozilla Common Voice	sample-064915.mp3
Mozilla Common Voice	sample-033616.mp3
Mozilla Common Voice	sample-124467.mp3
Mozilla Common Voice	sample-019995.mp3
Mozilla Common Voice	sample-030816.mp3
Mozilla Common Voice	sample-018199.mp3
Mozilla Common Voice	sample-118293.mp3
Mozilla Common Voice	sample-050881.mp3
Mozilla Common Voice	sample-121848.mp3
Mozilla Common Voice	sample-095390.mp3
Mozilla Common Voice	sample-041965.mp3
Mozilla Common Voice	sample-117852.mp3
Mozilla Common Voice	sample-122974.mp3
Mozilla Common Voice	sample-016387.mp3
Mozilla Common Voice	sample-060181.mp3
Mozilla Common Voice	sample-047700.mp3
Mozilla Common Voice	sample-062233.mp3
Mozilla Common Voice	sample-045513.mp3
Mozilla Common Voice	sample-088617.mp3
Mozilla Common Voice	sample-091203.mp3
Mozilla Common Voice	sample-097664.mp3
Mozilla Common Voice	sample-129952.mp3
Mozilla Common Voice	sample-087874.mp3
Mozilla Common Voice	sample-118062.mp3
Mozilla Common Voice	sample-094430.mp3
Mozilla Common Voice	sample-078417.mp3
Mozilla Common Voice	sample-111578.mp3
Mozilla Common Voice	sample-138842.mp3
Mozilla Common Voice	sample-147643.mp3
Mozilla Common Voice	sample-007944.mp3
Mozilla Common Voice	sample-070570.mp3
Mozilla Common Voice	sample-103652.mp3
Mozilla Common Voice	sample-145953.mp3
Mozilla Common Voice	sample-188343.mp3
Mozilla Common Voice	sample-011606.mp3
Mozilla Common Voice	sample-173158.mp3
Mozilla Common Voice	sample-128070.mp3
Mozilla Common Voice	sample-017218.mp3
Mozilla Common Voice	sample-161343.mp3
Mozilla Common Voice	sample-129351.mp3
Mozilla Common Voice	sample-071271.mp3
Mozilla Common Voice	sample-045231.mp3
Mozilla Common Voice	sample-177590.mp3
Mozilla Common Voice	sample-124264.mp3
Mozilla Common Voice	sample-151878.mp3
Mozilla Common Voice	sample-082102.mp3
Mozilla Common Voice	sample-192311.mp3
Mozilla Common Voice	sample-075886.mp3
Mozilla Common Voice	sample-080620.mp3
Mozilla Common Voice	sample-170041.mp3
Mozilla Common Voice	sample-170456.mp3
Mozilla Common Voice	sample-054891.mp3
Mozilla Common Voice	sample-135278.mp3
Mozilla Common Voice	sample-000300.mp3
Mozilla Common Voice	sample-042759.mp3
Mozilla Common Voice	sample-174403.mp3
Mozilla Common Voice	sample-058391.mp3
Mozilla Common Voice	sample-091158.mp3
Mozilla Common Voice	sample-188132.mp3
Mozilla Common Voice	sample-101777.mp3
Mozilla Common Voice	sample-128662.mp3
Mozilla Common Voice	sample-195266.mp3
Mozilla Common Voice	sample-017346.mp3
Mozilla Common Voice	sample-027158.mp3
Mozilla Common Voice	sample-133548.mp3
Mozilla Common Voice	sample-075428.mp3
Mozilla Common Voice	sample-143325.mp3
Mozilla Common Voice	sample-002018.mp3
Mozilla Common Voice	sample-174883.mp3
Mozilla Common Voice	sample-160068.mp3
Mozilla Common Voice	sample-014559.mp3
Mozilla Common Voice	sample-170788.mp3
Mozilla Common Voice	sample-051960.mp3
Mozilla Common Voice	sample-137733.mp3
Mozilla Common Voice	sample-002263.mp3
Mozilla Common Voice	sample-056969.mp3
Mozilla Common Voice	sample-012249.mp3
Mozilla Common Voice	sample-016253.mp3
Mozilla Common Voice	sample-180137.mp3
Mozilla Common Voice	sample-137281.mp3
Mozilla Common Voice	sample-191919.mp3
Mozilla Common Voice	sample-058059.mp3
Mozilla Common Voice	sample-005539.mp3
Mozilla Common Voice	sample-025668.mp3
Mozilla Common Voice	sample-091646.mp3
Mozilla Common Voice	sample-064671.mp3
Mozilla Common Voice	sample-002052.mp3
Mozilla Common Voice	sample-055441.mp3
Mozilla Common Voice	sample-057325.mp3
